district,week,week_of_year,year,month,cholera_cases,typhoid_cases,add_cases,total_wb_cases,latitude,longitude
Solapur,10-07-2023,28,2023,7,1,12,174,197,17.687,75.927
Solapur,17-07-2023,29,2023,7,0,11,156,181,17.687,75.927
Solapur,24-07-2023,30,2023,7,2,10,170,186,17.687,75.927
Solapur,31-07-2023,31,2023,7,1,8,167,186,17.687,75.927
Solapur,07-08-2023,32,2023,8,0,11,167,181,17.687,75.927
Solapur,14-08-2023,33,2023,8,3,10,179,197,17.687,75.927
Solapur,21-08-2023,34,2023,8,0,15,151,171,17.687,75.927
Solapur,28-08-2023,35,2023,8,1,17,181,212,17.687,75.927
Solapur,04-09-2023,36,2023,9,1,4,164,173,17.687,75.927
Solapur,11-09-2023,37,2023,9,1,15,165,186,17.687,75.927
Solapur,18-09-2023,38,2023,9,1,16,170,189,17.687,75.927
Solapur,25-09-2023,39,2023,9,0,11,159,176,17.687,75.927
Solapur,02-10-2023,40,2023,10,0,10,71,89,17.687,75.927
Solapur,09-10-2023,41,2023,10,1,8,68,82,17.687,75.927
Solapur,16-10-2023,42,2023,10,0,2,57,61,17.687,75.927
Solapur,23-10-2023,43,2023,10,0,10,67,80,17.687,75.927
Solapur,30-10-2023,44,2023,10,0,12,68,85,17.687,75.927
Solapur,06-11-2023,45,2023,11,1,11,77,95,17.687,75.927
Solapur,13-11-2023,46,2023,11,0,8,76,90,17.687,75.927
Solapur,20-11-2023,47,2023,11,1,3,50,58,17.687,75.927
Solapur,27-11-2023,48,2023,11,0,12,72,84,17.687,75.927
Solapur,04-12-2023,49,2023,12,1,6,66,81,17.687,75.927
Solapur,11-12-2023,50,2023,12,0,6,43,55,17.687,75.927
Solapur,18-12-2023,51,2023,12,1,8,57,71,17.687,75.927
Solapur,25-12-2023,52,2023,12,0,6,46,59,17.687,75.927
Kolhapur,07-01-2019,2,2019,1,1,3,29,40,16.7,74.233
Kolhapur,14-01-2019,3,2019,1,0,6,39,51,16.7,74.233
Kolhapur,21-01-2019,4,2019,1,0,2,35,39,16.7,74.233
Kolhapur,28-01-2019,5,2019,1,1,5,32,39,16.7,74.233
Kolhapur,04-02-2019,6,2019,2,0,3,32,41,16.7,74.233
Kolhapur,11-02-2019,7,2019,2,0,7,33,43,16.7,74.233
Kolhapur,18-02-2019,8,2019,2,0,4,40,50,16.7,74.233
Kolhapur,25-02-2019,9,2019,2,1,7,37,47,16.7,74.233
Kolhapur,04-03-2019,10,2019,3,1,8,32,42,16.7,74.233
Kolhapur,11-03-2019,11,2019,3,0,6,36,46,16.7,74.233
Kolhapur,18-03-2019,12,2019,3,0,7,26,38,16.7,74.233
Kolhapur,25-03-2019,13,2019,3,0,5,36,43,16.7,74.233
Kolhapur,01-04-2019,14,2019,4,0,12,45,57,16.7,74.233
Kolhapur,08-04-2019,15,2019,4,0,13,63,78,16.7,74.233
Kolhapur,15-04-2019,16,2019,4,0,10,52,66,16.7,74.233
Kolhapur,22-04-2019,17,2019,4,0,16,65,85,16.7,74.233
Kolhapur,29-04-2019,18,2019,4,0,14,58,78,16.7,74.233
Kolhapur,06-05-2019,19,2019,5,0,11,78,96,16.7,74.233
Kolhapur,13-05-2019,20,2019,5,0,6,49,57,16.7,74.233
Kolhapur,20-05-2019,21,2019,5,0,5,53,63,16.7,74.233
Kolhapur,27-05-2019,22,2019,5,1,7,63,77,16.7,74.233
Kolhapur,03-06-2019,23,2019,6,2,17,126,151,16.7,74.233
Kolhapur,10-06-2019,24,2019,6,2,6,112,122,16.7,74.233
Kolhapur,17-06-2019,25,2019,6,1,8,130,142,16.7,74.233
Kolhapur,24-06-2019,26,2019,6,2,11,129,148,16.7,74.233
Kolhapur,01-07-2019,27,2019,7,1,7,119,130,16.7,74.233
Kolhapur,08-07-2019,28,2019,7,3,7,119,131,16.7,74.233
Kolhapur,15-07-2019,29,2019,7,1,10,111,124,16.7,74.233
Kolhapur,22-07-2019,30,2019,7,0,12,114,130,16.7,74.233
Kolhapur,29-07-2019,31,2019,7,1,7,119,133,16.7,74.233
Kolhapur,05-08-2019,32,2019,8,2,6,113,127,16.7,74.233
Kolhapur,12-08-2019,33,2019,8,0,9,129,141,16.7,74.233
Kolhapur,19-08-2019,34,2019,8,0,7,116,135,16.7,74.233
Kolhapur,26-08-2019,35,2019,8,2,13,108,127,16.7,74.233
Kolhapur,02-09-2019,36,2019,9,0,12,127,145,16.7,74.233
Kolhapur,09-09-2019,37,2019,9,1,9,129,145,16.7,74.233
Kolhapur,16-09-2019,38,2019,9,3,8,125,140,16.7,74.233
Kolhapur,23-09-2019,39,2019,9,1,7,132,149,16.7,74.233
Kolhapur,30-09-2019,40,2019,9,2,13,127,144,16.7,74.233
Kolhapur,07-10-2019,41,2019,10,2,3,36,47,16.7,74.233
Kolhapur,14-10-2019,42,2019,10,0,6,49,57,16.7,74.233
Kolhapur,21-10-2019,43,2019,10,0,6,54,64,16.7,74.233
Kolhapur,28-10-2019,44,2019,10,1,7,44,58,16.7,74.233
Kolhapur,04-11-2019,45,2019,11,0,3,47,51,16.7,74.233
Kolhapur,11-11-2019,46,2019,11,0,0,53,55,16.7,74.233
Kolhapur,18-11-2019,47,2019,11,1,7,41,54,16.7,74.233
Kolhapur,25-11-2019,48,2019,11,0,3,54,61,16.7,74.233
Kolhapur,02-12-2019,49,2019,12,0,5,45,55,16.7,74.233
Kolhapur,09-12-2019,50,2019,12,0,7,32,43,16.7,74.233
Kolhapur,16-12-2019,51,2019,12,0,7,38,50,16.7,74.233
Kolhapur,23-12-2019,52,2019,12,0,4,29,35,16.7,74.233
Kolhapur,30-12-2019,1,2019,12,0,6,39,50,16.7,74.233
Kolhapur,06-01-2020,2,2020,1,0,2,30,34,16.7,74.233
Kolhapur,13-01-2020,3,2020,1,1,6,35,45,16.7,74.233
Kolhapur,20-01-2020,4,2020,1,0,8,30,46,16.7,74.233
Kolhapur,27-01-2020,5,2020,1,0,4,40,46,16.7,74.233
Kolhapur,03-02-2020,6,2020,2,0,3,35,43,16.7,74.233
Kolhapur,10-02-2020,7,2020,2,0,7,24,37,16.7,74.233
Kolhapur,17-02-2020,8,2020,2,0,4,38,42,16.7,74.233
Kolhapur,24-02-2020,9,2020,2,0,6,35,48,16.7,74.233
Kolhapur,02-03-2020,10,2020,3,0,6,28,38,16.7,74.233
Kolhapur,09-03-2020,11,2020,3,1,8,39,55,16.7,74.233
Kolhapur,16-03-2020,12,2020,3,0,5,32,39,16.7,74.233
Kolhapur,23-03-2020,13,2020,3,0,6,30,41,16.7,74.233
Kolhapur,30-03-2020,14,2020,3,1,5,34,41,16.7,74.233
Kolhapur,06-04-2020,15,2020,4,0,8,62,74,16.7,74.233
Kolhapur,13-04-2020,16,2020,4,0,17,69,90,16.7,74.233
Kolhapur,20-04-2020,17,2020,4,2,16,75,96,16.7,74.233
Kolhapur,27-04-2020,18,2020,4,1,9,61,72,16.7,74.233
Kolhapur,04-05-2020,19,2020,5,0,13,64,78,16.7,74.233
Kolhapur,11-05-2020,20,2020,5,0,10,64,76,16.7,74.233
Kolhapur,18-05-2020,21,2020,5,0,13,62,79,16.7,74.233
Kolhapur,25-05-2020,22,2020,5,1,9,59,70,16.7,74.233
Kolhapur,01-06-2020,23,2020,6,0,6,95,108,16.7,74.233
Kolhapur,08-06-2020,24,2020,6,0,12,119,136,16.7,74.233
Kolhapur,15-06-2020,25,2020,6,1,10,130,145,16.7,74.233
Kolhapur,22-06-2020,26,2020,6,0,9,136,150,16.7,74.233
Kolhapur,29-06-2020,27,2020,6,1,8,127,147,16.7,74.233
Kolhapur,06-07-2020,28,2020,7,0,9,144,162,16.7,74.233
Kolhapur,13-07-2020,29,2020,7,0,9,130,145,16.7,74.233
Kolhapur,20-07-2020,30,2020,7,0,9,128,140,16.7,74.233
Kolhapur,27-07-2020,31,2020,7,1,11,107,126,16.7,74.233
Kolhapur,03-08-2020,32,2020,8,1,5,106,117,16.7,74.233
Kolhapur,10-08-2020,33,2020,8,3,8,134,150,16.7,74.233
Kolhapur,17-08-2020,34,2020,8,1,12,125,142,16.7,74.233
Kolhapur,24-08-2020,35,2020,8,0,9,130,141,16.7,74.233
Kolhapur,31-08-2020,36,2020,8,1,12,112,139,16.7,74.233
Kolhapur,07-09-2020,37,2020,9,0,7,120,137,16.7,74.233
Kolhapur,14-09-2020,38,2020,9,0,3,111,123,16.7,74.233
Kolhapur,21-09-2020,39,2020,9,1,7,106,120,16.7,74.233
Kolhapur,28-09-2020,40,2020,9,0,7,124,134,16.7,74.233
Kolhapur,05-10-2020,41,2020,10,0,10,50,64,16.7,74.233
Kolhapur,12-10-2020,42,2020,10,0,8,48,63,16.7,74.233
Kolhapur,19-10-2020,43,2020,10,1,6,38,48,16.7,74.233
Kolhapur,26-10-2020,44,2020,10,0,2,55,61,16.7,74.233
Kolhapur,02-11-2020,45,2020,11,0,5,44,51,16.7,74.233
Kolhapur,09-11-2020,46,2020,11,0,7,61,71,16.7,74.233
Kolhapur,16-11-2020,47,2020,11,0,5,40,47,16.7,74.233
Kolhapur,23-11-2020,48,2020,11,0,7,48,58,16.7,74.233
Kolhapur,30-11-2020,49,2020,11,0,9,53,68,16.7,74.233
Kolhapur,07-12-2020,50,2020,12,0,6,33,41,16.7,74.233
Kolhapur,14-12-2020,51,2020,12,0,6,33,48,16.7,74.233
Kolhapur,21-12-2020,52,2020,12,0,5,40,48,16.7,74.233
Kolhapur,28-12-2020,53,2020,12,0,6,32,46,16.7,74.233
Kolhapur,04-01-2021,1,2021,1,0,3,32,38,16.7,74.233
Kolhapur,11-01-2021,2,2021,1,0,6,40,49,16.7,74.233
Kolhapur,18-01-2021,3,2021,1,1,1,43,49,16.7,74.233
Kolhapur,25-01-2021,4,2021,1,1,6,33,42,16.7,74.233
Kolhapur,01-02-2021,5,2021,2,0,7,35,43,16.7,74.233
Kolhapur,08-02-2021,6,2021,2,0,2,41,45,16.7,74.233
Kolhapur,15-02-2021,7,2021,2,0,7,26,36,16.7,74.233
Kolhapur,22-02-2021,8,2021,2,0,5,32,40,16.7,74.233
Kolhapur,01-03-2021,9,2021,3,0,4,38,45,16.7,74.233
Kolhapur,08-03-2021,10,2021,3,0,4,33,38,16.7,74.233
Kolhapur,15-03-2021,11,2021,3,0,6,34,41,16.7,74.233
Kolhapur,22-03-2021,12,2021,3,0,6,34,44,16.7,74.233
Kolhapur,29-03-2021,13,2021,3,1,7,36,50,16.7,74.233
Kolhapur,05-04-2021,14,2021,4,0,9,67,83,16.7,74.233
Kolhapur,12-04-2021,15,2021,4,0,10,78,93,16.7,74.233
Kolhapur,19-04-2021,16,2021,4,1,10,61,75,16.7,74.233
Kolhapur,26-04-2021,17,2021,4,1,13,53,72,16.7,74.233
Kolhapur,03-05-2021,18,2021,5,0,15,48,65,16.7,74.233
Kolhapur,10-05-2021,19,2021,5,0,7,67,77,16.7,74.233
Kolhapur,17-05-2021,20,2021,5,1,8,67,84,16.7,74.233
Kolhapur,24-05-2021,21,2021,5,0,12,59,76,16.7,74.233
Kolhapur,31-05-2021,22,2021,5,2,12,60,78,16.7,74.233
Kolhapur,07-06-2021,23,2021,6,0,8,112,121,16.7,74.233
Kolhapur,14-06-2021,24,2021,6,2,4,141,160,16.7,74.233
Kolhapur,21-06-2021,25,2021,6,1,10,119,136,16.7,74.233
Kolhapur,28-06-2021,26,2021,6,2,10,136,152,16.7,74.233
Kolhapur,05-07-2021,27,2021,7,0,9,115,129,16.7,74.233
Kolhapur,12-07-2021,28,2021,7,0,9,120,134,16.7,74.233
Kolhapur,19-07-2021,29,2021,7,2,9,128,142,16.7,74.233
Kolhapur,26-07-2021,30,2021,7,2,8,101,119,16.7,74.233
Kolhapur,02-08-2021,31,2021,8,1,11,144,160,16.7,74.233
Kolhapur,09-08-2021,32,2021,8,0,14,118,138,16.7,74.233
Kolhapur,16-08-2021,33,2021,8,2,9,130,143,16.7,74.233
Kolhapur,23-08-2021,34,2021,8,0,8,138,154,16.7,74.233
Kolhapur,30-08-2021,35,2021,8,1,11,121,136,16.7,74.233
Kolhapur,06-09-2021,36,2021,9,0,9,125,142,16.7,74.233
Kolhapur,13-09-2021,37,2021,9,0,6,124,132,16.7,74.233
Kolhapur,20-09-2021,38,2021,9,0,9,100,110,16.7,74.233
Kolhapur,27-09-2021,39,2021,9,1,14,135,156,16.7,74.233
Kolhapur,04-10-2021,40,2021,10,0,5,46,52,16.7,74.233
Kolhapur,11-10-2021,41,2021,10,1,6,61,70,16.7,74.233
Kolhapur,18-10-2021,42,2021,10,0,7,42,51,16.7,74.233
Kolhapur,25-10-2021,43,2021,10,1,6,49,61,16.7,74.233
Kolhapur,01-11-2021,44,2021,11,0,6,38,47,16.7,74.233
Kolhapur,08-11-2021,45,2021,11,0,5,47,55,16.7,74.233
Kolhapur,15-11-2021,46,2021,11,0,7,56,64,16.7,74.233
Kolhapur,22-11-2021,47,2021,11,0,5,53,60,16.7,74.233
Kolhapur,29-11-2021,48,2021,11,1,11,38,55,16.7,74.233
Kolhapur,06-12-2021,49,2021,12,0,2,52,61,16.7,74.233
Kolhapur,13-12-2021,50,2021,12,0,6,45,54,16.7,74.233
Kolhapur,20-12-2021,51,2021,12,0,9,40,52,16.7,74.233
Kolhapur,27-12-2021,52,2021,12,0,6,33,44,16.7,74.233
Kolhapur,03-01-2022,1,2022,1,0,6,32,43,16.7,74.233
Kolhapur,10-01-2022,2,2022,1,0,5,29,39,16.7,74.233
Kolhapur,17-01-2022,3,2022,1,0,5,36,45,16.7,74.233
Kolhapur,24-01-2022,4,2022,1,0,6,32,38,16.7,74.233
Kolhapur,31-01-2022,5,2022,1,1,2,41,48,16.7,74.233
Kolhapur,07-02-2022,6,2022,2,0,4,24,32,16.7,74.233
Kolhapur,14-02-2022,7,2022,2,1,5,27,36,16.7,74.233
Kolhapur,21-02-2022,8,2022,2,0,2,32,42,16.7,74.233
Kolhapur,28-02-2022,9,2022,2,0,6,32,41,16.7,74.233
Kolhapur,07-03-2022,10,2022,3,2,6,33,47,16.7,74.233
Kolhapur,14-03-2022,11,2022,3,0,5,32,38,16.7,74.233
Kolhapur,21-03-2022,12,2022,3,0,7,37,50,16.7,74.233
Kolhapur,28-03-2022,13,2022,3,0,5,37,48,16.7,74.233
Kolhapur,04-04-2022,14,2022,4,1,12,56,74,16.7,74.233
Kolhapur,11-04-2022,15,2022,4,0,9,66,82,16.7,74.233
Kolhapur,18-04-2022,16,2022,4,1,10,64,79,16.7,74.233
Kolhapur,25-04-2022,17,2022,4,1,10,61,75,16.7,74.233
Kolhapur,02-05-2022,18,2022,5,1,10,69,84,16.7,74.233
Kolhapur,09-05-2022,19,2022,5,0,5,67,75,16.7,74.233
Kolhapur,16-05-2022,20,2022,5,0,4,62,68,16.7,74.233
Kolhapur,23-05-2022,21,2022,5,0,12,57,74,16.7,74.233
Kolhapur,30-05-2022,22,2022,5,0,10,62,78,16.7,74.233
Kolhapur,06-06-2022,23,2022,6,2,4,111,120,16.7,74.233
Kolhapur,13-06-2022,24,2022,6,0,6,138,148,16.7,74.233
Kolhapur,20-06-2022,25,2022,6,1,3,116,123,16.7,74.233
Kolhapur,27-06-2022,26,2022,6,3,16,129,153,16.7,74.233
Kolhapur,04-07-2022,27,2022,7,1,8,107,123,16.7,74.233
Kolhapur,11-07-2022,28,2022,7,1,3,113,120,16.7,74.233
Kolhapur,18-07-2022,29,2022,7,2,8,102,116,16.7,74.233
Kolhapur,25-07-2022,30,2022,7,1,10,125,139,16.7,74.233
Kolhapur,01-08-2022,31,2022,8,1,5,121,134,16.7,74.233
Kolhapur,08-08-2022,32,2022,8,0,8,116,131,16.7,74.233
Kolhapur,15-08-2022,33,2022,8,0,4,121,135,16.7,74.233
Kolhapur,22-08-2022,34,2022,8,1,7,128,139,16.7,74.233
Kolhapur,29-08-2022,35,2022,8,2,13,122,141,16.7,74.233
Kolhapur,05-09-2022,36,2022,9,0,10,103,115,16.7,74.233
Kolhapur,12-09-2022,37,2022,9,3,4,101,111,16.7,74.233
Kolhapur,19-09-2022,38,2022,9,2,17,118,141,16.7,74.233
Kolhapur,26-09-2022,39,2022,9,0,6,116,125,16.7,74.233
Kolhapur,03-10-2022,40,2022,10,1,8,54,67,16.7,74.233
Kolhapur,10-10-2022,41,2022,10,0,5,47,56,16.7,74.233
Kolhapur,17-10-2022,42,2022,10,1,6,38,51,16.7,74.233
Kolhapur,24-10-2022,43,2022,10,1,4,49,58,16.7,74.233
Kolhapur,31-10-2022,44,2022,10,1,6,51,63,16.7,74.233
Kolhapur,07-11-2022,45,2022,11,2,1,47,52,16.7,74.233
Kolhapur,14-11-2022,46,2022,11,0,5,43,52,16.7,74.233
Kolhapur,21-11-2022,47,2022,11,0,7,44,53,16.7,74.233
Kolhapur,28-11-2022,48,2022,11,0,6,47,57,16.7,74.233
Kolhapur,05-12-2022,49,2022,12,0,5,37,43,16.7,74.233
Kolhapur,12-12-2022,50,2022,12,2,8,35,48,16.7,74.233
Kolhapur,19-12-2022,51,2022,12,1,7,44,56,16.7,74.233
Kolhapur,26-12-2022,52,2022,12,0,3,30,37,16.7,74.233
Kolhapur,02-01-2023,1,2023,1,0,10,31,45,16.7,74.233
Kolhapur,09-01-2023,2,2023,1,0,7,32,40,16.7,74.233
Kolhapur,16-01-2023,3,2023,1,0,11,32,49,16.7,74.233
Kolhapur,23-01-2023,4,2023,1,0,4,47,55,16.7,74.233
Kolhapur,30-01-2023,5,2023,1,0,3,33,40,16.7,74.233
Kolhapur,06-02-2023,6,2023,2,0,8,35,48,16.7,74.233
Kolhapur,13-02-2023,7,2023,2,0,5,34,39,16.7,74.233
Kolhapur,20-02-2023,8,2023,2,0,8,46,57,16.7,74.233
Kolhapur,27-02-2023,9,2023,2,0,4,36,44,16.7,74.233
Kolhapur,06-03-2023,10,2023,3,1,7,30,39,16.7,74.233
Kolhapur,13-03-2023,11,2023,3,0,12,47,62,16.7,74.233
Kolhapur,20-03-2023,12,2023,3,0,8,40,53,16.7,74.233
Kolhapur,27-03-2023,13,2023,3,0,4,44,50,16.7,74.233
Kolhapur,03-04-2023,14,2023,4,1,9,52,64,16.7,74.233
Kolhapur,10-04-2023,15,2023,4,0,9,65,78,16.7,74.233
Kolhapur,17-04-2023,16,2023,4,0,9,66,78,16.7,74.233
Kolhapur,24-04-2023,17,2023,4,0,8,63,78,16.7,74.233
Kolhapur,01-05-2023,18,2023,5,0,14,65,84,16.7,74.233
Kolhapur,08-05-2023,19,2023,5,0,9,59,75,16.7,74.233
Kolhapur,15-05-2023,20,2023,5,2,8,55,69,16.7,74.233
Kolhapur,22-05-2023,21,2023,5,0,8,68,78,16.7,74.233
Kolhapur,29-05-2023,22,2023,5,1,11,65,80,16.7,74.233
Kolhapur,05-06-2023,23,2023,6,0,14,112,130,16.7,74.233
Kolhapur,12-06-2023,24,2023,6,2,7,134,151,16.7,74.233
Kolhapur,19-06-2023,25,2023,6,0,8,123,139,16.7,74.233
Kolhapur,26-06-2023,26,2023,6,0,14,118,137,16.7,74.233
Kolhapur,03-07-2023,27,2023,7,2,8,129,146,16.7,74.233
Kolhapur,10-07-2023,28,2023,7,0,10,92,104,16.7,74.233
Kolhapur,17-07-2023,29,2023,7,0,11,121,136,16.7,74.233
Kolhapur,24-07-2023,30,2023,7,3,5,127,139,16.7,74.233
Kolhapur,31-07-2023,31,2023,7,0,10,128,148,16.7,74.233
Kolhapur,07-08-2023,32,2023,8,0,10,114,130,16.7,74.233
Kolhapur,14-08-2023,33,2023,8,0,6,142,155,16.7,74.233
Kolhapur,21-08-2023,34,2023,8,1,9,127,140,16.7,74.233
Kolhapur,28-08-2023,35,2023,8,1,12,130,150,16.7,74.233
Kolhapur,04-09-2023,36,2023,9,0,6,139,149,16.7,74.233
Kolhapur,11-09-2023,37,2023,9,0,5,119,126,16.7,74.233
Kolhapur,18-09-2023,38,2023,9,0,8,107,120,16.7,74.233
Kolhapur,25-09-2023,39,2023,9,1,6,99,110,16.7,74.233
Kolhapur,02-10-2023,40,2023,10,0,3,46,56,16.7,74.233
Kolhapur,09-10-2023,41,2023,10,0,8,56,68,16.7,74.233
Kolhapur,16-10-2023,42,2023,10,0,8,55,67,16.7,74.233
Kolhapur,23-10-2023,43,2023,10,0,9,45,59,16.7,74.233
Kolhapur,30-10-2023,44,2023,10,1,7,40,57,16.7,74.233
Kolhapur,06-11-2023,45,2023,11,2,9,45,60,16.7,74.233
Kolhapur,13-11-2023,46,2023,11,0,1,55,57,16.7,74.233
Kolhapur,20-11-2023,47,2023,11,0,3,46,55,16.7,74.233
Kolhapur,27-11-2023,48,2023,11,0,11,49,61,16.7,74.233
Kolhapur,04-12-2023,49,2023,12,0,3,34,39,16.7,74.233
Kolhapur,11-12-2023,50,2023,12,0,3,36,45,16.7,74.233
Kolhapur,18-12-2023,51,2023,12,0,3,35,39,16.7,74.233
Kolhapur,25-12-2023,52,2023,12,1,4,37,42,16.7,74.233
Aurangabad,07-01-2019,2,2019,1,1,10,51,65,19.877,75.329
Aurangabad,14-01-2019,3,2019,1,0,11,45,60,19.877,75.329
Aurangabad,21-01-2019,4,2019,1,0,5,45,53,19.877,75.329
Aurangabad,28-01-2019,5,2019,1,2,7,44,58,19.877,75.329
Aurangabad,04-02-2019,6,2019,2,0,10,49,68,19.877,75.329
Aurangabad,11-02-2019,7,2019,2,0,5,34,46,19.877,75.329
Aurangabad,18-02-2019,8,2019,2,1,7,48,60,19.877,75.329
Aurangabad,25-02-2019,9,2019,2,2,9,55,68,19.877,75.329
Aurangabad,04-03-2019,10,2019,3,0,9,46,60,19.877,75.329
Aurangabad,11-03-2019,11,2019,3,1,9,43,55,19.877,75.329
Aurangabad,18-03-2019,12,2019,3,1,9,48,65,19.877,75.329
Aurangabad,25-03-2019,13,2019,3,0,11,58,76,19.877,75.329
Aurangabad,01-04-2019,14,2019,4,1,18,82,104,19.877,75.329
Aurangabad,08-04-2019,15,2019,4,1,16,70,93,19.877,75.329
Aurangabad,15-04-2019,16,2019,4,2,14,87,107,19.877,75.329
Aurangabad,22-04-2019,17,2019,4,1,13,73,91,19.877,75.329
Aurangabad,29-04-2019,18,2019,4,1,9,83,95,19.877,75.329
Aurangabad,06-05-2019,19,2019,5,1,14,83,104,19.877,75.329
Aurangabad,13-05-2019,20,2019,5,2,18,91,117,19.877,75.329
Aurangabad,20-05-2019,21,2019,5,2,12,87,112,19.877,75.329
Aurangabad,27-05-2019,22,2019,5,2,5,69,81,19.877,75.329
Aurangabad,03-06-2019,23,2019,6,1,10,155,171,19.877,75.329
Aurangabad,10-06-2019,24,2019,6,1,12,168,191,19.877,75.329
Aurangabad,17-06-2019,25,2019,6,2,17,146,171,19.877,75.329
Aurangabad,24-06-2019,26,2019,6,4,13,152,178,19.877,75.329
Aurangabad,01-07-2019,27,2019,7,0,6,144,159,19.877,75.329
Aurangabad,08-07-2019,28,2019,7,2,12,157,177,19.877,75.329
Aurangabad,15-07-2019,29,2019,7,0,7,189,200,19.877,75.329
Aurangabad,22-07-2019,30,2019,7,5,12,153,175,19.877,75.329
Aurangabad,29-07-2019,31,2019,7,3,9,144,161,19.877,75.329
Aurangabad,05-08-2019,32,2019,8,0,14,160,183,19.877,75.329
Aurangabad,12-08-2019,33,2019,8,4,10,158,178,19.877,75.329
Aurangabad,19-08-2019,34,2019,8,2,11,175,195,19.877,75.329
Aurangabad,26-08-2019,35,2019,8,2,11,138,157,19.877,75.329
Aurangabad,02-09-2019,36,2019,9,6,13,185,209,19.877,75.329
Aurangabad,09-09-2019,37,2019,9,1,14,141,169,19.877,75.329
Aurangabad,16-09-2019,38,2019,9,3,11,187,212,19.877,75.329
Aurangabad,23-09-2019,39,2019,9,1,16,144,165,19.877,75.329
Aurangabad,30-09-2019,40,2019,9,1,7,161,175,19.877,75.329
Aurangabad,07-10-2019,41,2019,10,0,7,59,72,19.877,75.329
Aurangabad,14-10-2019,42,2019,10,1,9,68,81,19.877,75.329
Aurangabad,21-10-2019,43,2019,10,1,7,57,71,19.877,75.329
Aurangabad,28-10-2019,44,2019,10,1,8,59,73,19.877,75.329
Aurangabad,04-11-2019,45,2019,11,0,5,65,78,19.877,75.329
Aurangabad,11-11-2019,46,2019,11,0,3,64,71,19.877,75.329
Aurangabad,18-11-2019,47,2019,11,0,8,59,71,19.877,75.329
Aurangabad,25-11-2019,48,2019,11,1,8,57,74,19.877,75.329
Aurangabad,02-12-2019,49,2019,12,0,9,27,41,19.877,75.329
Aurangabad,09-12-2019,50,2019,12,1,8,40,53,19.877,75.329
Aurangabad,16-12-2019,51,2019,12,0,5,53,65,19.877,75.329
Aurangabad,23-12-2019,52,2019,12,0,10,41,54,19.877,75.329
Aurangabad,30-12-2019,1,2019,12,0,7,63,76,19.877,75.329
Aurangabad,06-01-2020,2,2020,1,0,3,36,42,19.877,75.329
Aurangabad,13-01-2020,3,2020,1,0,5,38,47,19.877,75.329
Aurangabad,20-01-2020,4,2020,1,0,9,48,62,19.877,75.329
Aurangabad,27-01-2020,5,2020,1,0,9,41,54,19.877,75.329
Aurangabad,03-02-2020,6,2020,2,0,8,41,52,19.877,75.329
Aurangabad,10-02-2020,7,2020,2,1,10,54,65,19.877,75.329
Aurangabad,17-02-2020,8,2020,2,1,9,42,56,19.877,75.329
Aurangabad,24-02-2020,9,2020,2,0,4,44,50,19.877,75.329
Aurangabad,02-03-2020,10,2020,3,0,7,44,55,19.877,75.329
Aurangabad,09-03-2020,11,2020,3,0,7,55,66,19.877,75.329
Aurangabad,16-03-2020,12,2020,3,0,6,49,55,19.877,75.329
Aurangabad,23-03-2020,13,2020,3,1,4,43,53,19.877,75.329
Aurangabad,30-03-2020,14,2020,3,0,8,50,64,19.877,75.329
Aurangabad,06-04-2020,15,2020,4,1,14,82,103,19.877,75.329
Aurangabad,13-04-2020,16,2020,4,1,11,74,91,19.877,75.329
Aurangabad,20-04-2020,17,2020,4,0,18,93,114,19.877,75.329
Aurangabad,27-04-2020,18,2020,4,1,11,78,97,19.877,75.329
Aurangabad,04-05-2020,19,2020,5,0,14,68,85,19.877,75.329
Aurangabad,11-05-2020,20,2020,5,0,16,77,100,19.877,75.329
Aurangabad,18-05-2020,21,2020,5,0,15,94,115,19.877,75.329
Aurangabad,25-05-2020,22,2020,5,0,11,74,95,19.877,75.329
Aurangabad,01-06-2020,23,2020,6,4,9,150,166,19.877,75.329
Aurangabad,08-06-2020,24,2020,6,3,14,167,187,19.877,75.329
Aurangabad,15-06-2020,25,2020,6,3,8,163,175,19.877,75.329
Aurangabad,22-06-2020,26,2020,6,2,11,163,183,19.877,75.329
Aurangabad,29-06-2020,27,2020,6,0,15,149,171,19.877,75.329
Aurangabad,06-07-2020,28,2020,7,1,12,168,189,19.877,75.329
Aurangabad,13-07-2020,29,2020,7,1,10,142,157,19.877,75.329
Aurangabad,20-07-2020,30,2020,7,1,8,143,158,19.877,75.329
Aurangabad,27-07-2020,31,2020,7,4,9,178,195,19.877,75.329
Aurangabad,03-08-2020,32,2020,8,2,8,150,165,19.877,75.329
Aurangabad,10-08-2020,33,2020,8,1,12,147,165,19.877,75.329
Aurangabad,17-08-2020,34,2020,8,1,9,163,178,19.877,75.329
Aurangabad,24-08-2020,35,2020,8,3,8,164,189,19.877,75.329
Aurangabad,31-08-2020,36,2020,8,1,12,180,199,19.877,75.329
Aurangabad,07-09-2020,37,2020,9,6,20,162,195,19.877,75.329
Aurangabad,14-09-2020,38,2020,9,2,6,161,174,19.877,75.329
Aurangabad,21-09-2020,39,2020,9,1,3,172,181,19.877,75.329
Aurangabad,28-09-2020,40,2020,9,3,15,142,168,19.877,75.329
Aurangabad,05-10-2020,41,2020,10,0,7,72,82,19.877,75.329
Aurangabad,12-10-2020,42,2020,10,1,12,65,80,19.877,75.329
