district,date,week,year,month,rainfall_mm,rainfall_anomaly_pct,temperature_c,humidity_pct,monsoon_flag,flood_alert,region
Aurangabad,2019-04-29,18,2019,4,0.33,-58.11,20.5,25.0,0,0,marathwada
Aurangabad,2019-05-06,19,2019,5,1.82,-1.91,22.9,24.4,0,0,marathwada
Aurangabad,2019-05-13,20,2019,5,1.67,-9.42,24.1,26.2,0,0,marathwada
Aurangabad,2019-05-20,21,2019,5,2.62,38.99,26.1,29.3,0,0,marathwada
Aurangabad,2019-05-27,22,2019,5,2.76,46.21,25.1,33.6,0,0,marathwada
Aurangabad,2019-06-03,23,2019,6,27.6,25.52,27.1,74.8,1,0,marathwada
Aurangabad,2019-06-10,24,2019,6,28.92,31.45,28.8,73.0,1,0,marathwada
Aurangabad,2019-06-17,25,2019,6,40.35,83.24,29.0,75.9,1,0,marathwada
Aurangabad,2019-06-24,26,2019,6,16.75,-23.67,26.1,84.9,1,0,marathwada
Aurangabad,2019-07-01,27,2019,7,61.92,40.32,30.2,79.8,1,0,marathwada
Aurangabad,2019-07-08,28,2019,7,15.0,-65.83,27.4,80.4,1,0,marathwada
Aurangabad,2019-07-15,29,2019,7,53.4,21.03,30.3,85.7,1,0,marathwada
Aurangabad,2019-07-22,30,2019,7,60.44,36.96,29.5,75.5,1,0,marathwada
Aurangabad,2019-07-29,31,2019,7,58.42,32.4,30.8,87.3,1,0,marathwada
Aurangabad,2019-08-05,32,2019,8,35.19,-12.84,30.4,78.8,1,0,marathwada
Aurangabad,2019-08-12,33,2019,8,45.93,13.71,32.9,78.7,1,0,marathwada
Aurangabad,2019-08-19,34,2019,8,51.56,27.61,29.4,84.3,1,0,marathwada
Aurangabad,2019-08-26,35,2019,8,45.24,11.98,29.5,80.0,1,0,marathwada
Aurangabad,2019-09-02,36,2019,9,26.66,-12.95,30.8,79.5,1,0,marathwada
Aurangabad,2019-09-09,37,2019,9,23.27,-23.96,32.6,76.1,1,0,marathwada
Aurangabad,2019-09-16,38,2019,9,33.26,8.54,32.5,71.3,1,0,marathwada
Aurangabad,2019-09-23,39,2019,9,35.07,14.44,33.7,80.2,1,0,marathwada
Aurangabad,2019-09-30,40,2019,9,41.34,34.83,32.6,70.3,1,0,marathwada
Aurangabad,2019-10-07,41,2019,10,12.12,26.02,31.5,49.6,0,0,marathwada
Aurangabad,2019-10-14,42,2019,10,17.0,76.38,28.3,68.7,0,0,marathwada
Aurangabad,2019-10-21,43,2019,10,13.79,43.32,32.6,44.6,0,0,marathwada
Aurangabad,2019-10-28,44,2019,10,9.58,-0.1,28.9,48.4,0,0,marathwada
Aurangabad,2019-11-04,45,2019,11,2.76,-1.02,30.5,49.9,0,0,marathwada
Aurangabad,2019-11-11,46,2019,11,2.91,4.27,30.2,46.7,0,0,marathwada
Aurangabad,2019-11-18,47,2019,11,2.73,-1.89,29.0,49.0,0,0,marathwada
Aurangabad,2019-11-25,48,2019,11,2.8,0.43,30.4,50.8,0,0,marathwada
Aurangabad,2019-12-02,49,2019,12,0.6,-2.16,26.5,44.9,0,0,marathwada
Aurangabad,2019-12-09,50,2019,12,0.68,7.85,27.5,53.9,0,0,marathwada
Aurangabad,2019-12-16,51,2019,12,0.33,-39.68,28.7,48.2,0,0,marathwada
Aurangabad,2019-12-23,52,2019,12,0.6,-2.27,28.2,48.5,0,0,marathwada
Aurangabad,2019-12-30,1,2019,12,0.37,-34.48,27.5,45.5,0,0,marathwada
Aurangabad,2020-01-06,2,2020,1,0.28,-56.87,25.8,52.1,0,0,marathwada
Aurangabad,2020-01-13,3,2020,1,0.76,-1.42,25.7,53.6,0,0,marathwada
Aurangabad,2020-01-20,4,2020,1,0.5,-30.93,24.8,48.2,0,0,marathwada
Aurangabad,2020-01-27,5,2020,1,0.78,0.57,23.4,47.6,0,0,marathwada
Aurangabad,2020-02-03,6,2020,2,0.42,-7.54,21.3,46.7,0,0,marathwada
Aurangabad,2020-02-10,7,2020,2,0.0,-82.28,21.1,51.7,0,0,marathwada
Aurangabad,2020-02-17,8,2020,2,0.51,7.47,21.2,56.6,0,0,marathwada
Aurangabad,2020-02-24,9,2020,2,0.54,13.94,21.4,55.3,0,0,marathwada
Aurangabad,2020-03-02,10,2020,3,0.73,15.43,17.4,49.4,0,0,marathwada
Aurangabad,2020-03-09,11,2020,3,0.6,-3.13,17.5,61.5,0,0,marathwada
Aurangabad,2020-03-16,12,2020,3,0.7,11.75,18.4,49.2,0,0,marathwada
Aurangabad,2020-03-23,13,2020,3,0.92,41.88,17.4,54.0,0,0,marathwada
Aurangabad,2020-03-30,14,2020,3,0.78,22.86,18.5,48.5,0,0,marathwada
Aurangabad,2020-04-06,15,2020,4,0.9,-3.19,21.4,25.1,0,0,marathwada
Aurangabad,2020-04-13,16,2020,4,1.25,31.74,22.0,31.9,0,0,marathwada
Aurangabad,2020-04-20,17,2020,4,0.67,-25.58,21.2,27.7,0,0,marathwada
Aurangabad,2020-04-27,18,2020,4,0.95,1.76,23.4,27.8,0,0,marathwada
Aurangabad,2020-05-04,19,2020,5,0.92,-48.02,25.8,25.5,0,0,marathwada
Aurangabad,2020-05-11,20,2020,5,1.53,-16.76,26.9,25.1,0,0,marathwada
Aurangabad,2020-05-18,21,2020,5,1.31,-27.88,24.1,23.2,0,0,marathwada
Aurangabad,2020-05-25,22,2020,5,1.25,-30.88,25.3,16.3,0,0,marathwada
Aurangabad,2020-06-01,23,2020,6,13.37,-38.95,27.5,82.9,1,0,marathwada
Aurangabad,2020-06-08,24,2020,6,34.69,57.61,26.7,80.9,1,0,marathwada
Aurangabad,2020-06-15,25,2020,6,23.77,8.13,27.8,86.8,1,0,marathwada
Aurangabad,2020-06-22,26,2020,6,18.61,-15.23,28.7,83.7,1,0,marathwada
Aurangabad,2020-06-29,27,2020,6,18.11,-17.51,26.6,69.9,1,0,marathwada
Aurangabad,2020-07-06,28,2020,7,46.15,4.63,30.2,76.1,1,0,marathwada
Aurangabad,2020-07-13,29,2020,7,40.54,-8.05,31.4,81.8,1,0,marathwada
Aurangabad,2020-07-20,30,2020,7,33.95,-22.97,30.0,83.4,1,0,marathwada
Aurangabad,2020-07-27,31,2020,7,29.41,-33.25,29.9,82.1,1,0,marathwada
Aurangabad,2020-08-03,32,2020,8,49.42,22.31,31.4,88.0,1,0,marathwada
Aurangabad,2020-08-10,33,2020,8,37.93,-6.06,30.0,83.5,1,0,marathwada
Aurangabad,2020-08-17,34,2020,8,28.45,-29.48,32.3,79.0,1,0,marathwada
Aurangabad,2020-08-24,35,2020,8,74.26,83.68,31.0,77.9,1,0,marathwada
Aurangabad,2020-08-31,36,2020,8,35.03,-13.24,31.2,71.9,1,0,marathwada
Aurangabad,2020-09-07,37,2020,9,13.55,-55.58,31.6,78.1,1,0,marathwada
Aurangabad,2020-09-14,38,2020,9,22.69,-25.87,31.5,81.3,1,0,marathwada
Aurangabad,2020-09-21,39,2020,9,22.4,-26.81,30.3,81.1,1,0,marathwada
Aurangabad,2020-09-28,40,2020,9,38.91,26.92,32.7,75.9,1,0,marathwada
Aurangabad,2020-10-05,41,2020,10,8.02,-16.27,31.1,54.2,0,0,marathwada
Aurangabad,2020-10-12,42,2020,10,12.52,30.24,32.0,51.8,0,0,marathwada
Aurangabad,2020-10-19,43,2020,10,8.74,-8.79,32.0,61.1,0,0,marathwada
Aurangabad,2020-10-26,44,2020,10,11.16,16.18,30.4,47.2,0,0,marathwada
Aurangabad,2020-11-02,45,2020,11,4.23,50.18,31.0,46.8,0,0,marathwada
Aurangabad,2020-11-09,46,2020,11,1.64,-39.59,30.1,57.7,0,0,marathwada
Aurangabad,2020-11-16,47,2020,11,1.59,-41.47,30.6,58.9,0,0,marathwada
Aurangabad,2020-11-23,48,2020,11,1.75,-35.71,29.7,64.2,0,0,marathwada
Aurangabad,2020-11-30,49,2020,11,2.37,-14.31,30.0,52.4,0,0,marathwada
Aurangabad,2020-12-07,50,2020,12,0.53,-12.84,28.8,53.2,0,0,marathwada
Aurangabad,2020-12-14,51,2020,12,0.44,-24.85,27.2,53.6,0,0,marathwada
Aurangabad,2020-12-21,52,2020,12,0.29,-45.4,28.9,63.1,0,0,marathwada
Aurangabad,2020-12-28,53,2020,12,0.6,-3.11,26.2,51.4,0,0,marathwada
Aurangabad,2021-01-04,1,2021,1,0.83,6.96,25.1,51.9,0,0,marathwada
Aurangabad,2021-01-11,2,2021,1,1.3,60.26,24.4,51.7,0,0,marathwada
Aurangabad,2021-01-18,3,2021,1,0.71,-7.16,25.4,56.4,0,0,marathwada
Aurangabad,2021-01-25,4,2021,1,1.33,64.14,25.5,53.3,0,0,marathwada
Aurangabad,2021-02-01,5,2021,2,0.45,-2.38,19.1,49.2,0,0,marathwada
Aurangabad,2021-02-08,6,2021,2,0.54,12.85,21.5,44.0,0,0,marathwada
Aurangabad,2021-02-15,7,2021,2,0.53,11.74,19.1,45.6,0,0,marathwada
Aurangabad,2021-02-22,8,2021,2,0.75,51.15,23.2,51.2,0,0,marathwada
Aurangabad,2021-03-01,9,2021,3,0.82,27.89,18.5,54.0,0,0,marathwada
Aurangabad,2021-03-08,10,2021,3,0.57,-6.33,18.2,53.3,0,0,marathwada
Aurangabad,2021-03-15,11,2021,3,0.82,27.47,17.1,46.3,0,0,marathwada
Aurangabad,2021-03-22,12,2021,3,0.72,14.63,16.4,48.0,0,0,marathwada
Aurangabad,2021-03-29,13,2021,3,0.87,34.63,19.3,56.3,0,0,marathwada
Aurangabad,2021-04-05,14,2021,4,0.94,0.76,21.1,25.6,0,0,marathwada
Aurangabad,2021-04-12,15,2021,4,1.22,27.9,20.6,28.2,0,0,marathwada
Aurangabad,2021-04-19,16,2021,4,1.11,18.13,22.3,22.4,0,0,marathwada
Aurangabad,2021-04-26,17,2021,4,0.84,-8.62,22.0,28.6,0,0,marathwada
Aurangabad,2021-05-03,18,2021,5,1.55,-15.47,22.8,30.6,0,0,marathwada
Aurangabad,2021-05-10,19,2021,5,2.38,26.75,24.7,30.6,0,0,marathwada
Aurangabad,2021-05-17,20,2021,5,1.78,-4.1,25.5,33.4,0,0,marathwada
Aurangabad,2021-05-24,21,2021,5,2.55,35.6,23.4,32.5,0,0,marathwada
Aurangabad,2021-05-31,22,2021,5,1.58,-14.12,24.6,30.1,0,0,marathwada
Aurangabad,2021-06-07,23,2021,6,32.96,49.76,27.8,88.2,1,0,marathwada
Aurangabad,2021-06-14,24,2021,6,18.04,-17.83,30.3,69.1,1,0,marathwada
Aurangabad,2021-06-21,25,2021,6,26.91,22.38,26.0,79.6,1,0,marathwada
Aurangabad,2021-06-28,26,2021,6,15.38,-29.87,28.4,74.9,1,0,marathwada
Aurangabad,2021-07-05,27,2021,7,27.82,-36.83,31.9,81.4,1,0,marathwada
Aurangabad,2021-07-12,28,2021,7,62.43,41.47,32.3,75.8,1,0,marathwada
Aurangabad,2021-07-19,29,2021,7,73.33,66.13,28.9,78.0,1,0,marathwada
Aurangabad,2021-07-26,30,2021,7,29.54,-32.95,32.4,76.8,1,0,marathwada
Aurangabad,2021-08-02,31,2021,8,39.4,-2.44,33.8,81.2,1,0,marathwada
Aurangabad,2021-08-09,32,2021,8,39.31,-2.66,30.8,79.0,1,0,marathwada
Aurangabad,2021-08-16,33,2021,8,84.73,109.53,30.5,81.6,1,0,marathwada
Aurangabad,2021-08-23,34,2021,8,45.84,13.47,32.7,76.5,1,0,marathwada
Aurangabad,2021-08-30,35,2021,8,47.87,18.49,29.6,77.3,1,0,marathwada
Aurangabad,2021-09-06,36,2021,9,66.21,115.74,30.7,76.9,1,0,marathwada
Aurangabad,2021-09-13,37,2021,9,38.27,24.84,33.2,78.2,1,0,marathwada
Aurangabad,2021-09-20,38,2021,9,51.66,68.39,31.0,78.0,1,0,marathwada
Aurangabad,2021-09-27,39,2021,9,37.4,21.99,31.3,78.1,1,0,marathwada
Aurangabad,2021-10-04,40,2021,10,9.31,-2.97,32.5,45.5,0,0,marathwada
Aurangabad,2021-10-11,41,2021,10,6.7,-29.85,30.3,52.3,0,0,marathwada
Aurangabad,2021-10-18,42,2021,10,13.38,39.04,30.7,54.7,0,0,marathwada
Aurangabad,2021-10-25,43,2021,10,2.71,-71.05,31.1,49.3,0,0,marathwada
Aurangabad,2021-11-01,44,2021,11,3.78,34.63,31.4,65.4,0,0,marathwada
Aurangabad,2021-11-08,45,2021,11,3.34,19.33,25.3,52.4,0,0,marathwada
Aurangabad,2021-11-15,46,2021,11,3.21,14.64,30.6,54.3,0,0,marathwada
Aurangabad,2021-11-22,47,2021,11,2.88,3.2,28.6,55.2,0,0,marathwada
Aurangabad,2021-11-29,48,2021,11,4.6,62.96,30.9,54.6,0,0,marathwada
Aurangabad,2021-12-06,49,2021,12,0.79,23.59,29.0,46.1,0,0,marathwada
Aurangabad,2021-12-13,50,2021,12,0.85,31.86,26.9,44.8,0,0,marathwada
Aurangabad,2021-12-20,51,2021,12,1.02,55.59,27.0,54.0,0,0,marathwada
Aurangabad,2021-12-27,52,2021,12,0.94,44.44,28.0,47.7,0,0,marathwada
Aurangabad,2022-01-03,1,2022,1,1.25,54.08,23.0,53.0,0,0,marathwada
Aurangabad,2022-01-10,2,2022,1,1.37,68.6,26.9,48.6,0,0,marathwada
Aurangabad,2022-01-17,3,2022,1,1.18,46.29,23.9,48.2,0,0,marathwada
Aurangabad,2022-01-24,4,2022,1,0.99,24.9,23.8,48.2,0,0,marathwada
Aurangabad,2022-01-31,5,2022,1,0.76,-1.12,25.3,51.2,0,0,marathwada
Aurangabad,2022-02-07,6,2022,2,0.45,-2.72,20.5,42.3,0,0,marathwada
Aurangabad,2022-02-14,7,2022,2,0.32,-26.1,23.1,53.2,0,0,marathwada
Aurangabad,2022-02-21,8,2022,2,0.55,14.66,22.8,50.6,0,0,marathwada
Aurangabad,2022-02-28,9,2022,2,0.62,28.25,22.5,48.1,0,0,marathwada
Aurangabad,2022-03-07,10,2022,3,0.84,30.3,18.4,47.7,0,0,marathwada
Aurangabad,2022-03-14,11,2022,3,1.06,61.37,19.1,47.0,0,0,marathwada
Aurangabad,2022-03-21,12,2022,3,0.66,5.08,17.2,59.5,0,0,marathwada
Aurangabad,2022-03-28,13,2022,3,0.51,-15.41,18.7,47.5,0,0,marathwada
Aurangabad,2022-04-04,14,2022,4,1.55,60.59,22.4,31.0,0,0,marathwada
Aurangabad,2022-04-11,15,2022,4,1.09,16.13,21.7,16.8,0,0,marathwada
Aurangabad,2022-04-18,16,2022,4,1.19,25.39,21.8,21.5,0,0,marathwada
Aurangabad,2022-04-25,17,2022,4,1.07,13.9,20.2,36.7,0,0,marathwada
Aurangabad,2022-05-02,18,2022,5,2.05,9.89,25.0,30.9,0,0,marathwada
Aurangabad,2022-05-09,19,2022,5,1.71,-7.34,24.8,26.1,0,0,marathwada
Aurangabad,2022-05-16,20,2022,5,1.49,-18.84,24.1,27.9,0,0,marathwada
Aurangabad,2022-05-23,21,2022,5,1.79,-3.42,25.4,21.6,0,0,marathwada
Aurangabad,2022-05-30,22,2022,5,1.4,-23.14,25.1,31.6,0,0,marathwada
Aurangabad,2022-06-06,23,2022,6,21.69,-1.3,27.6,78.0,1,0,marathwada
Aurangabad,2022-06-13,24,2022,6,24.45,11.24,29.8,80.6,1,0,marathwada
Aurangabad,2022-06-20,25,2022,6,18.89,-13.97,28.2,78.9,1,0,marathwada
Aurangabad,2022-06-27,26,2022,6,11.61,-46.97,25.1,81.6,1,0,marathwada
Aurangabad,2022-07-04,27,2022,7,32.98,-25.17,31.5,79.8,1,0,marathwada
Aurangabad,2022-07-11,28,2022,7,46.34,5.06,30.0,76.2,1,0,marathwada
Aurangabad,2022-07-18,29,2022,7,26.78,-39.17,29.6,70.9,1,0,marathwada
Aurangabad,2022-07-25,30,2022,7,61.2,38.69,30.7,77.0,1,0,marathwada
Aurangabad,2022-08-01,31,2022,8,48.04,18.91,32.8,67.1,1,0,marathwada
Aurangabad,2022-08-08,32,2022,8,40.7,0.77,31.2,78.0,1,0,marathwada
Aurangabad,2022-08-15,33,2022,8,35.27,-12.64,32.3,82.6,1,0,marathwada
Aurangabad,2022-08-22,34,2022,8,41.26,2.17,32.7,80.2,1,0,marathwada
Aurangabad,2022-08-29,35,2022,8,39.8,-1.45,31.7,76.3,1,0,marathwada
Aurangabad,2022-09-05,36,2022,9,38.68,26.18,33.2,82.2,1,0,marathwada
Aurangabad,2022-09-12,37,2022,9,36.19,18.07,33.5,77.3,1,0,marathwada
Aurangabad,2022-09-19,38,2022,9,41.31,34.71,30.9,80.9,1,0,marathwada
Aurangabad,2022-09-26,39,2022,9,39.07,27.43,31.7,80.5,1,0,marathwada
Aurangabad,2022-10-03,40,2022,10,10.26,6.83,33.6,53.3,0,0,marathwada
Aurangabad,2022-10-10,41,2022,10,1.28,-85.74,30.1,52.0,0,0,marathwada
Aurangabad,2022-10-17,42,2022,10,5.3,-44.3,31.3,56.3,0,0,marathwada
Aurangabad,2022-10-24,43,2022,10,13.19,37.11,32.4,42.9,0,0,marathwada
Aurangabad,2022-10-31,44,2022,10,13.21,37.31,31.8,63.8,0,0,marathwada
Aurangabad,2022-11-07,45,2022,11,2.5,-10.02,31.0,49.1,0,0,marathwada
Aurangabad,2022-11-14,46,2022,11,2.36,-14.77,31.0,44.5,0,0,marathwada
Aurangabad,2022-11-21,47,2022,11,1.99,-27.57,30.3,49.5,0,0,marathwada
Aurangabad,2022-11-28,48,2022,11,3.25,15.98,30.3,50.8,0,0,marathwada
Aurangabad,2022-12-05,49,2022,12,0.22,-55.3,28.1,56.2,0,0,marathwada
Aurangabad,2022-12-12,50,2022,12,0.77,20.82,25.7,48.9,0,0,marathwada
Aurangabad,2022-12-19,51,2022,12,0.85,32.38,29.5,52.0,0,0,marathwada
Aurangabad,2022-12-26,52,2022,12,0.3,-44.24,27.0,48.0,0,0,marathwada
Aurangabad,2023-01-02,1,2023,1,0.95,19.75,25.0,49.5,0,0,marathwada
Aurangabad,2023-01-09,2,2023,1,0.38,-44.71,23.7,53.7,0,0,marathwada
Aurangabad,2023-01-16,3,2023,1,0.82,5.42,24.6,45.7,0,0,marathwada
Aurangabad,2023-01-23,4,2023,1,1.25,55.0,22.0,59.8,0,0,marathwada
Aurangabad,2023-01-30,5,2023,1,1.03,29.32,24.3,50.2,0,0,marathwada
Aurangabad,2023-02-06,6,2023,2,0.51,8.57,22.3,51.2,0,0,marathwada
Aurangabad,2023-02-13,7,2023,2,0.77,53.81,20.1,55.6,0,0,marathwada
Aurangabad,2023-02-20,8,2023,2,0.69,39.86,20.4,53.1,0,0,marathwada
Aurangabad,2023-02-27,9,2023,2,0.55,15.4,22.2,52.9,0,0,marathwada
Aurangabad,2023-03-06,10,2023,3,0.7,11.82,17.8,51.3,0,0,marathwada
Aurangabad,2023-03-13,11,2023,3,0.57,-7.04,17.2,50.8,0,0,marathwada
Aurangabad,2023-03-20,12,2023,3,0.88,36.54,17.0,55.0,0,0,marathwada
Aurangabad,2023-03-27,13,2023,3,0.29,-45.31,17.1,54.3,0,0,marathwada
Aurangabad,2023-04-03,14,2023,4,1.55,60.65,22.3,25.1,0,0,marathwada
Aurangabad,2023-04-10,15,2023,4,1.49,54.26,22.0,27.0,0,0,marathwada
Aurangabad,2023-04-17,16,2023,4,1.02,9.14,22.1,30.2,0,0,marathwada
Aurangabad,2023-04-24,17,2023,4,0.71,-21.41,21.2,27.1,0,0,marathwada
Aurangabad,2023-05-01,18,2023,5,1.79,-3.44,26.5,31.1,0,0,marathwada
Aurangabad,2023-05-08,19,2023,5,1.49,-18.94,26.7,31.8,0,0,marathwada
Aurangabad,2023-05-15,20,2023,5,1.69,-8.33,23.8,27.0,0,0,marathwada
Aurangabad,2023-05-22,21,2023,5,1.25,-31.22,26.4,25.3,0,0,marathwada
Aurangabad,2023-05-29,22,2023,5,2.63,39.34,24.8,25.5,0,0,marathwada
Aurangabad,2023-06-05,23,2023,6,28.38,29.03,28.1,76.5,1,0,marathwada
Aurangabad,2023-06-12,24,2023,6,24.66,12.2,28.8,73.8,1,0,marathwada
Aurangabad,2023-06-19,25,2023,6,40.45,83.72,28.1,78.0,1,0,marathwada
Aurangabad,2023-06-26,26,2023,6,28.89,31.34,27.6,73.3,1,0,marathwada
Aurangabad,2023-07-03,27,2023,7,58.8,33.25,30.1,81.4,1,0,marathwada
Aurangabad,2023-07-10,28,2023,7,52.67,19.4,29.3,76.5,1,0,marathwada
Aurangabad,2023-07-17,29,2023,7,64.02,45.07,29.8,83.5,1,0,marathwada
Aurangabad,2023-07-24,30,2023,7,42.61,-3.38,30.0,85.1,1,0,marathwada
Aurangabad,2023-07-31,31,2023,7,57.29,29.85,31.8,83.6,1,0,marathwada
Aurangabad,2023-08-07,32,2023,8,11.5,-71.34,30.7,87.2,1,0,marathwada
Aurangabad,2023-08-14,33,2023,8,38.04,-5.81,32.0,83.3,1,0,marathwada
Aurangabad,2023-08-21,34,2023,8,67.99,68.17,31.0,81.8,1,0,marathwada
Aurangabad,2023-08-28,35,2023,8,60.46,49.59,30.1,83.0,1,0,marathwada
Aurangabad,2023-09-04,36,2023,9,46.79,52.55,32.1,82.1,1,0,marathwada
Aurangabad,2023-09-11,37,2023,9,49.05,59.9,31.3,84.4,1,0,marathwada
Aurangabad,2023-09-18,38,2023,9,58.0,89.03,34.9,77.6,1,0,marathwada
Aurangabad,2023-09-25,39,2023,9,48.99,59.71,31.9,72.2,1,0,marathwada
Aurangabad,2023-10-02,40,2023,10,11.19,16.45,32.0,50.8,0,0,marathwada
Aurangabad,2023-10-09,41,2023,10,8.16,-14.8,32.2,63.5,0,0,marathwada
Aurangabad,2023-10-16,42,2023,10,10.44,8.75,31.9,52.1,0,0,marathwada
Aurangabad,2023-10-23,43,2023,10,13.95,44.95,31.6,53.6,0,0,marathwada
Aurangabad,2023-10-30,44,2023,10,15.07,56.49,32.9,61.2,0,0,marathwada
Aurangabad,2023-11-06,45,2023,11,3.02,8.04,29.4,42.4,0,0,marathwada
Aurangabad,2023-11-13,46,2023,11,3.04,8.96,29.4,53.0,0,0,marathwada
Aurangabad,2023-11-20,47,2023,11,3.12,11.47,27.6,44.2,0,0,marathwada
Aurangabad,2023-11-27,48,2023,11,2.54,-8.54,29.8,63.5,0,0,marathwada
Aurangabad,2023-12-04,49,2023,12,0.73,16.05,28.0,49.8,0,0,marathwada
Aurangabad,2023-12-11,50,2023,12,0.57,-6.25,28.7,57.9,0,0,marathwada
Aurangabad,2023-12-18,51,2023,12,1.17,77.19,28.6,50.0,0,0,marathwada
Aurangabad,2023-12-25,52,2023,12,0.8,25.13,28.9,55.7,0,0,marathwada
Jalna,2019-01-07,2,2019,1,0.99,17.1,25.4,54.3,0,0,marathwada
Jalna,2019-01-14,3,2019,1,0.72,-11.75,22.5,52.3,0,0,marathwada
Jalna,2019-01-21,4,2019,1,1.17,36.34,23.3,48.7,0,0,marathwada
Jalna,2019-01-28,5,2019,1,0.26,-60.87,24.2,44.8,0,0,marathwada
Jalna,2019-02-04,6,2019,2,0.11,-65.42,20.5,49.5,0,0,marathwada
Jalna,2019-02-11,7,2019,2,0.49,-2.14,21.0,51.4,0,0,marathwada
Jalna,2019-02-18,8,2019,2,0.85,59.25,20.9,59.4,0,0,marathwada
Jalna,2019-02-25,9,2019,2,0.85,58.67,21.1,45.6,0,0,marathwada
Jalna,2019-03-04,10,2019,3,0.83,21.92,19.9,39.1,0,0,marathwada
Jalna,2019-03-11,11,2019,3,0.68,2.37,18.2,60.6,0,0,marathwada
Jalna,2019-03-18,12,2019,3,0.32,-44.84,18.5,55.6,0,0,marathwada
Jalna,2019-03-25,13,2019,3,0.55,-15.63,18.3,53.6,0,0,marathwada
Jalna,2019-04-01,14,2019,4,1.54,49.38,23.2,29.7,0,0,marathwada
Jalna,2019-04-08,15,2019,4,1.19,17.14,20.1,28.3,0,0,marathwada
Jalna,2019-04-15,16,2019,4,1.14,12.73,20.6,32.3,0,0,marathwada
Jalna,2019-04-22,17,2019,4,1.24,21.93,22.0,30.7,0,0,marathwada
Jalna,2019-04-29,18,2019,4,0.81,-17.27,19.9,30.9,0,0,marathwada
Jalna,2019-05-06,19,2019,5,1.2,-37.85,27.5,27.4,0,0,marathwada
Jalna,2019-05-13,20,2019,5,2.09,4.47,26.1,29.6,0,0,marathwada
Jalna,2019-05-20,21,2019,5,3.45,69.45,26.2,28.5,0,0,marathwada
Jalna,2019-05-27,22,2019,5,1.87,-5.85,26.5,22.4,0,0,marathwada
Jalna,2019-06-03,23,2019,6,25.76,9.05,27.8,76.1,1,0,marathwada
Jalna,2019-06-10,24,2019,6,47.63,101.3,29.9,82.4,1,0,marathwada
Jalna,2019-06-17,25,2019,6,48.59,105.33,29.4,79.4,1,0,marathwada
Jalna,2019-06-24,26,2019,6,23.36,-1.07,26.6,74.4,1,0,marathwada
Jalna,2019-07-01,27,2019,7,54.44,14.85,28.7,70.3,1,0,marathwada
Jalna,2019-07-08,28,2019,7,71.87,51.54,28.4,77.7,1,0,marathwada
Jalna,2019-07-15,29,2019,7,67.65,42.66,30.0,73.6,1,0,marathwada
Jalna,2019-07-22,30,2019,7,67.23,41.79,28.9,83.3,1,0,marathwada
Jalna,2019-07-29,31,2019,7,47.19,-0.42,30.9,79.3,1,0,marathwada
Jalna,2019-08-05,32,2019,8,68.29,57.22,30.9,81.0,1,0,marathwada
Jalna,2019-08-12,33,2019,8,36.73,-15.34,30.2,79.5,1,0,marathwada
Jalna,2019-08-19,34,2019,8,60.29,38.82,32.3,80.4,1,0,marathwada
Jalna,2019-08-26,35,2019,8,48.89,12.63,32.9,74.2,1,0,marathwada
Jalna,2019-09-02,36,2019,9,25.41,-22.74,32.7,75.2,1,0,marathwada
Jalna,2019-09-09,37,2019,9,26.55,-19.31,32.8,83.0,1,0,marathwada
Jalna,2019-09-16,38,2019,9,38.65,17.35,30.0,88.9,1,0,marathwada
Jalna,2019-09-23,39,2019,9,48.76,47.95,29.3,69.6,1,0,marathwada
Jalna,2019-09-30,40,2019,9,39.4,19.62,32.6,74.6,1,0,marathwada
Jalna,2019-10-07,41,2019,10,12.04,16.58,32.4,55.4,0,0,marathwada
Jalna,2019-10-14,42,2019,10,7.98,-22.41,34.0,60.1,0,0,marathwada
Jalna,2019-10-21,43,2019,10,14.79,43.05,30.4,57.8,0,0,marathwada
Jalna,2019-10-28,44,2019,10,8.3,-19.34,32.4,53.8,0,0,marathwada
Jalna,2019-11-04,45,2019,11,4.22,39.64,29.6,58.7,0,0,marathwada
Jalna,2019-11-11,46,2019,11,3.7,22.73,29.2,55.5,0,0,marathwada
Jalna,2019-11-18,47,2019,11,3.79,25.65,31.2,49.1,0,0,marathwada
Jalna,2019-11-25,48,2019,11,3.08,2.92,30.4,49.0,0,0,marathwada
Jalna,2019-12-02,49,2019,12,0.58,-11.17,26.4,52.0,0,0,marathwada
Jalna,2019-12-09,50,2019,12,0.6,-9.07,27.1,49.0,0,0,marathwada
Jalna,2019-12-16,51,2019,12,0.42,-32.66,27.2,52.9,0,0,marathwada
Jalna,2019-12-23,52,2019,12,0.59,-9.29,26.2,56.6,0,0,marathwada
Jalna,2019-12-30,1,2019,12,0.68,1.8,27.7,47.5,0,0,marathwada
Jalna,2020-01-06,2,2020,1,0.48,-37.61,25.1,41.9,0,0,marathwada
Jalna,2020-01-13,3,2020,1,0.19,-68.52,25.5,53.6,0,0,marathwada
Jalna,2020-01-20,4,2020,1,0.47,-38.28,24.6,48.9,0,0,marathwada
Jalna,2020-01-27,5,2020,1,0.36,-50.99,24.7,50.3,0,0,marathwada
Jalna,2020-02-03,6,2020,2,0.63,22.05,20.1,65.0,0,0,marathwada
Jalna,2020-02-10,7,2020,2,0.24,-42.48,22.2,52.2,0,0,marathwada
