district,week,week_of_year,year,month,cholera_cases,typhoid_cases,add_cases,total_wb_cases,latitude,longitude,rainfall_mm,rainfall_anomaly_pct,temperature_c,humidity_pct,monsoon_flag,flood_alert,region,sanitation_coverage_pct,od_index,water_access_pct,population_density,urban_pct,wash_index,wash_risk_category,population_2024
Solapur,12-09-2022,37,2022,9,1,9,142,160,17.687,75.927,25.29,8.43,32.2,78.1,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,19-09-2022,38,2022,9,1,15,182,199,17.687,75.927,27.17,16.44,30.1,71.2,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,26-09-2022,39,2022,9,1,4,167,180,17.687,75.927,25.82,10.66,32.4,68.7,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,03-10-2022,40,2022,10,1,9,64,76,17.687,75.927,8.8,20.22,30.6,54.2,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,10-10-2022,41,2022,10,0,10,63,78,17.687,75.927,4.93,-32.03,33.9,53.6,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,17-10-2022,42,2022,10,0,12,57,75,17.687,75.927,10.56,44.06,31.3,55.8,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,24-10-2022,43,2022,10,0,8,74,86,17.687,75.927,9.26,26.45,30.9,50.6,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,31-10-2022,44,2022,10,1,10,61,74,17.687,75.927,11.7,59.4,33,44.9,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,07-11-2022,45,2022,11,0,4,65,78,17.687,75.927,3.05,41.68,30,50.8,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,14-11-2022,46,2022,11,1,1,70,76,17.687,75.927,2.03,-3.89,31.4,58.1,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,21-11-2022,47,2022,11,0,11,70,84,17.687,75.927,2.86,33.15,30.3,52.4,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,28-11-2022,48,2022,11,0,4,82,91,17.687,75.927,2.05,-2.97,28.9,53.1,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,05-12-2022,49,2022,12,1,8,51,61,17.687,75.927,0.71,42.61,29.7,50.2,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,12-12-2022,50,2022,12,0,5,51,60,17.687,75.927,0.48,0.93,28.6,51.7,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,19-12-2022,51,2022,12,0,14,49,66,17.687,75.927,0.43,-8.04,29,48,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,26-12-2022,52,2022,12,1,6,43,52,17.687,75.927,0.57,16.7,30.1,49,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,02-01-2023,1,2023,1,1,8,52,64,17.687,75.927,0.72,19.4,26.3,55.5,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,09-01-2023,2,2023,1,0,10,37,52,17.687,75.927,0.55,-4.94,24.1,61.9,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,16-01-2023,3,2023,1,0,6,38,50,17.687,75.927,0.84,36.64,25,43.5,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,23-01-2023,4,2023,1,0,4,55,60,17.687,75.927,0.59,-0.56,26.4,47,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,30-01-2023,5,2023,1,0,9,46,61,17.687,75.927,0.76,24.76,26.1,53.1,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,06-02-2023,6,2023,2,0,9,54,68,17.687,75.927,0.64,63.5,24.7,47.3,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,13-02-2023,7,2023,2,0,18,42,61,17.687,75.927,0.27,-17.3,22,48.9,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,20-02-2023,8,2023,2,0,4,41,48,17.687,75.927,0.53,38.07,22.8,50.4,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,27-02-2023,9,2023,2,1,8,31,43,17.687,75.927,0.59,52.03,23.4,54.6,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,06-03-2023,10,2023,3,0,8,54,68,17.687,75.927,0.33,-25.49,19.9,49.5,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,13-03-2023,11,2023,3,0,9,45,58,17.687,75.927,0.35,-21.57,19.6,48.3,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,20-03-2023,12,2023,3,0,11,41,56,17.687,75.927,0.66,33.18,20,51.7,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,27-03-2023,13,2023,3,0,12,55,68,17.687,75.927,0.31,-28.49,21,43.5,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,03-04-2023,14,2023,4,0,12,96,116,17.687,75.927,0.68,-3.1,22.7,30.4,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,10-04-2023,15,2023,4,0,17,89,109,17.687,75.927,0.76,6.15,22,32.4,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,17-04-2023,16,2023,4,0,18,88,108,17.687,75.927,0.41,-36.89,23.9,30.4,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,24-04-2023,17,2023,4,1,10,96,112,17.687,75.927,0.78,8.87,23.2,25.9,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,01-05-2023,18,2023,5,0,13,79,97,17.687,75.927,1.18,-15.73,24.6,22.7,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,08-05-2023,19,2023,5,0,22,94,123,17.687,75.927,1.04,-24.78,27.1,31.3,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,15-05-2023,20,2023,5,0,18,96,118,17.687,75.927,1.54,8.39,23.1,24.9,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,22-05-2023,21,2023,5,1,8,88,99,17.687,75.927,1.96,36.08,26,23.2,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,29-05-2023,22,2023,5,0,14,76,94,17.687,75.927,1.46,3.38,26.9,37.7,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,05-06-2023,23,2023,6,3,6,185,197,17.687,75.927,26.13,55.87,28.1,72.8,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,12-06-2023,24,2023,6,0,12,155,170,17.687,75.927,16.03,-4.12,30,77.3,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,19-06-2023,25,2023,6,3,8,171,188,17.687,75.927,5.69,-65.61,26.1,72.9,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,26-06-2023,26,2023,6,1,13,144,165,17.687,75.927,2.73,-83.18,29.5,89.3,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,03-07-2023,27,2023,7,1,13,178,198,17.687,75.927,50.42,50.04,31.6,82.7,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,10-07-2023,28,2023,7,1,12,174,197,17.687,75.927,25.01,-25.42,30.2,78.1,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,17-07-2023,29,2023,7,0,11,156,181,17.687,75.927,59.96,78.39,29.6,81.4,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,24-07-2023,30,2023,7,2,10,170,186,17.687,75.927,30.75,-8.36,28.9,72.4,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,31-07-2023,31,2023,7,1,8,167,186,17.687,75.927,20.15,-39.86,30.3,81.8,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,07-08-2023,32,2023,8,0,11,167,181,17.687,75.927,63.71,106.91,32.5,73.8,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,14-08-2023,33,2023,8,3,10,179,197,17.687,75.927,47.59,54.64,32.6,77.2,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,21-08-2023,34,2023,8,0,15,151,171,17.687,75.927,25.08,-18.35,29.5,73.9,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,28-08-2023,35,2023,8,1,17,181,212,17.687,75.927,37.25,21.1,33.3,74,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,04-09-2023,36,2023,9,1,4,164,173,17.687,75.927,28.6,22.53,32.6,74.5,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,11-09-2023,37,2023,9,1,15,165,186,17.687,75.927,17.31,-25.66,32,72.7,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,18-09-2023,38,2023,9,1,16,170,189,17.687,75.927,14.92,-35.89,33.8,75,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,25-09-2023,39,2023,9,0,11,159,176,17.687,75.927,31.4,34.48,32.3,71.9,1,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,02-10-2023,40,2023,10,0,10,71,89,17.687,75.927,9.26,26.38,32,52.7,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,09-10-2023,41,2023,10,1,8,68,82,17.687,75.927,8.68,18.55,32.2,54.2,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,16-10-2023,42,2023,10,0,2,57,61,17.687,75.927,10.18,38.87,30.1,43.3,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,23-10-2023,43,2023,10,0,10,67,80,17.687,75.927,7.2,-1.32,31.5,55.9,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,30-10-2023,44,2023,10,0,12,68,85,17.687,75.927,13.64,85.56,30.7,57.9,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,06-11-2023,45,2023,11,1,11,77,95,17.687,75.927,2.55,19.53,29.6,53.9,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,13-11-2023,46,2023,11,0,8,76,90,17.687,75.927,2.77,29.47,30.7,58.9,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,20-11-2023,47,2023,11,1,3,50,58,17.687,75.927,2.07,-2.29,30.8,43.3,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,27-11-2023,48,2023,11,0,12,72,84,17.687,75.927,1.36,-34.07,30.3,48,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,04-12-2023,49,2023,12,1,6,66,81,17.687,75.927,0.76,50.61,29.5,54.3,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,11-12-2023,50,2023,12,0,6,43,55,17.687,75.927,0.53,11.17,27.3,37,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,18-12-2023,51,2023,12,1,8,57,71,17.687,75.927,0.42,-8.9,28.9,46.2,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Solapur,25-12-2023,52,2023,12,0,6,46,59,17.687,75.927,0.79,55.9,28.6,55.3,0,0,western,72.8,0.27,79.6,228,56,0.7556,Low,4320000
Kolhapur,07-01-2019,2,2019,1,1,3,29,40,16.7,74.233,1.96,56.6,24.8,50.6,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,14-01-2019,3,2019,1,0,6,39,51,16.7,74.233,1.62,31.11,24.1,53.8,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,21-01-2019,4,2019,1,0,2,35,39,16.7,74.233,1.86,49.4,26.7,53.4,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,28-01-2019,5,2019,1,1,5,32,39,16.7,74.233,0.75,-35.57,25.9,45.4,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,04-02-2019,6,2019,2,0,3,32,41,16.7,74.233,0.8,8.18,23.1,48.2,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,11-02-2019,7,2019,2,0,7,33,43,16.7,74.233,1.15,50.62,21.4,64.1,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,18-02-2019,8,2019,2,0,4,40,50,16.7,74.233,1,32.72,24.1,52.4,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,25-02-2019,9,2019,2,1,7,37,47,16.7,74.233,0.4,-38.97,22.3,50.2,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,04-03-2019,10,2019,3,1,8,32,42,16.7,74.233,1.02,4.5,19.1,60.1,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,11-03-2019,11,2019,3,0,6,36,46,16.7,74.233,0.75,-20.51,19.6,46.9,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,18-03-2019,12,2019,3,0,7,26,38,16.7,74.233,1.01,4.06,17.6,49.3,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,25-03-2019,13,2019,3,0,5,36,43,16.7,74.233,1.44,43.6,20.1,44.4,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,01-04-2019,14,2019,4,0,12,45,57,16.7,74.233,1.76,19.37,23.7,29.3,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,08-04-2019,15,2019,4,0,13,63,78,16.7,74.233,1.79,21.87,24.9,33.8,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,15-04-2019,16,2019,4,0,10,52,66,16.7,74.233,1.24,-13.77,22.4,23.9,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,22-04-2019,17,2019,4,0,16,65,85,16.7,74.233,1.7,15.85,23.9,20.8,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,29-04-2019,18,2019,4,0,14,58,78,16.7,74.233,1.75,19.19,22.2,22.4,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,06-05-2019,19,2019,5,0,11,78,96,16.7,74.233,3.36,15.08,28.2,28,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,13-05-2019,20,2019,5,0,6,49,57,16.7,74.233,4.25,44.61,26.2,27.3,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,20-05-2019,21,2019,5,0,5,53,63,16.7,74.233,3.75,28,25.3,20.4,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,27-05-2019,22,2019,5,1,7,63,77,16.7,74.233,1.89,-33.84,25.8,29.7,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,03-06-2019,23,2019,6,2,17,126,151,16.7,74.233,41.02,19.08,27.7,77.8,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,10-06-2019,24,2019,6,2,6,112,122,16.7,74.233,31.84,-7.52,26.9,68.7,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,17-06-2019,25,2019,6,1,8,130,142,16.7,74.233,34.07,-1.06,29.4,77.5,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,24-06-2019,26,2019,6,2,11,129,148,16.7,74.233,20.84,-39.37,29.8,74,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,01-07-2019,27,2019,7,1,7,119,130,16.7,74.233,20.07,-70.86,30.2,83.3,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,08-07-2019,28,2019,7,3,7,119,131,16.7,74.233,80.52,16.49,29,72.8,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,15-07-2019,29,2019,7,1,10,111,124,16.7,74.233,103.29,49.38,29.6,71.2,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,22-07-2019,30,2019,7,0,12,114,130,16.7,74.233,48.16,-30.27,29.9,84.3,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,29-07-2019,31,2019,7,1,7,119,133,16.7,74.233,92.58,33.91,30.5,90,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,05-08-2019,32,2019,8,2,6,113,127,16.7,74.233,82.02,29.54,34.8,75.7,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,12-08-2019,33,2019,8,0,9,129,141,16.7,74.233,70.09,10.73,30.6,78.4,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,19-08-2019,34,2019,8,0,7,116,135,16.7,74.233,65.59,3.63,35.3,76.6,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,26-08-2019,35,2019,8,2,13,108,127,16.7,74.233,94.95,49.94,31.5,81.1,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,02-09-2019,36,2019,9,0,12,127,145,16.7,74.233,59.02,22.88,32.5,77.9,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,09-09-2019,37,2019,9,1,9,129,145,16.7,74.233,24.89,-48.07,33.1,68.5,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,16-09-2019,38,2019,9,3,8,125,140,16.7,74.233,77.87,62.05,32.6,79.3,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,23-09-2019,39,2019,9,1,7,132,149,16.7,74.233,54.15,12.75,33.6,84.6,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,30-09-2019,40,2019,9,2,13,127,144,16.7,74.233,27.87,-41.87,29.2,80.9,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,07-10-2019,41,2019,10,2,3,36,47,16.7,74.233,16.79,11.59,30.8,52.6,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,14-10-2019,42,2019,10,0,6,49,57,16.7,74.233,11.57,-22.91,32.2,47.8,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,21-10-2019,43,2019,10,0,6,54,64,16.7,74.233,15.95,6.05,32.2,48.9,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,28-10-2019,44,2019,10,1,7,44,58,16.7,74.233,14.39,-4.27,31.4,53.3,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,04-11-2019,45,2019,11,0,3,47,51,16.7,74.233,6.95,57.91,29.9,55.6,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,11-11-2019,46,2019,11,0,0,53,55,16.7,74.233,5.72,30.42,30.7,56.3,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,18-11-2019,47,2019,11,1,7,41,54,16.7,74.233,7.24,64.5,30.5,55.4,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,25-11-2019,48,2019,11,0,3,54,61,16.7,74.233,4.02,-7.83,30,46.8,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,02-12-2019,49,2019,12,0,5,45,55,16.7,74.233,0.98,1.07,28.8,51.9,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,09-12-2019,50,2019,12,0,7,32,43,16.7,74.233,1.01,3.34,28.2,51.3,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,16-12-2019,51,2019,12,0,7,38,50,16.7,74.233,1.04,6.87,30.3,51.8,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,23-12-2019,52,2019,12,0,4,29,35,16.7,74.233,0.74,-21.91,30.7,51.7,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,30-12-2019,1,2019,12,0,6,39,50,16.7,74.233,1.03,5.64,27.4,48.2,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,06-01-2020,2,2020,1,0,2,30,34,16.7,74.233,1.75,41.17,24.9,48.2,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,13-01-2020,3,2020,1,1,6,35,45,16.7,74.233,1.33,9.17,24.1,57.1,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,20-01-2020,4,2020,1,0,8,30,46,16.7,74.233,1.34,9.58,25.8,53.9,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,27-01-2020,5,2020,1,0,4,40,46,16.7,74.233,1.74,40.46,27,56.4,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,03-02-2020,6,2020,2,0,3,35,43,16.7,74.233,0.78,6.77,22.9,51.5,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,10-02-2020,7,2020,2,0,7,24,37,16.7,74.233,0.7,-3.19,23.9,49.9,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,17-02-2020,8,2020,2,0,4,38,42,16.7,74.233,0.78,6.34,22.8,53.2,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,24-02-2020,9,2020,2,0,6,35,48,16.7,74.233,0.67,-7.13,23.6,53.8,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,02-03-2020,10,2020,3,0,6,28,38,16.7,74.233,0.86,-10.05,19,58.8,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,09-03-2020,11,2020,3,1,8,39,55,16.7,74.233,0.71,-24.41,21.4,46.1,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,16-03-2020,12,2020,3,0,5,32,39,16.7,74.233,0.49,-45.02,21.3,60.7,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,23-03-2020,13,2020,3,0,6,30,41,16.7,74.233,1.06,8.55,18.3,57.7,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,30-03-2020,14,2020,3,1,5,34,41,16.7,74.233,0.55,-39.6,18.7,52.8,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,06-04-2020,15,2020,4,0,8,62,74,16.7,74.233,1.04,-26.56,24.1,30.6,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,13-04-2020,16,2020,4,0,17,69,90,16.7,74.233,1.12,-21.43,23.9,39.2,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,20-04-2020,17,2020,4,2,16,75,96,16.7,74.233,1.15,-19.36,23.5,31.1,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,27-04-2020,18,2020,4,1,9,61,72,16.7,74.233,1.59,8.41,25.6,33.8,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,04-05-2020,19,2020,5,0,13,64,78,16.7,74.233,1.59,-43.77,24.9,27.4,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,11-05-2020,20,2020,5,0,10,64,76,16.7,74.233,3.19,9.2,27.2,33.1,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,18-05-2020,21,2020,5,0,13,62,79,16.7,74.233,2.57,-11.18,26.7,36,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,25-05-2020,22,2020,5,1,9,59,70,16.7,74.233,3.13,7.46,26.5,32.9,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,01-06-2020,23,2020,6,0,6,95,108,16.7,74.233,33.48,-2.75,29.3,87.4,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,08-06-2020,24,2020,6,0,12,119,136,16.7,74.233,16.8,-51.05,28.3,75.1,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,15-06-2020,25,2020,6,1,10,130,145,16.7,74.233,22.73,-33.89,27.8,67.4,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,22-06-2020,26,2020,6,0,9,136,150,16.7,74.233,25.51,-25.85,29.8,71.9,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,29-06-2020,27,2020,6,1,8,127,147,16.7,74.233,9.95,-70.9,27.8,74.2,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,06-07-2020,28,2020,7,0,9,144,162,16.7,74.233,82.08,18.73,32.5,89.1,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,13-07-2020,29,2020,7,0,9,130,145,16.7,74.233,43.73,-36.68,31.1,77.9,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,20-07-2020,30,2020,7,0,9,128,140,16.7,74.233,71.65,3.68,31.1,77.7,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,27-07-2020,31,2020,7,1,11,107,126,16.7,74.233,38.7,-43.94,29.5,79.1,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,03-08-2020,32,2020,8,1,5,106,117,16.7,74.233,64.6,2.06,30.9,76.9,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,10-08-2020,33,2020,8,3,8,134,150,16.7,74.233,82.22,29.86,31.6,80.3,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,17-08-2020,34,2020,8,1,12,125,142,16.7,74.233,89.64,41.57,31.8,75.7,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,24-08-2020,35,2020,8,0,9,130,141,16.7,74.233,45.55,-27.98,32.4,70.5,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,31-08-2020,36,2020,8,1,12,112,139,16.7,74.233,89.69,41.64,33,71.3,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,07-09-2020,37,2020,9,0,7,120,137,16.7,74.233,34.2,-28.71,31.4,80.7,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,14-09-2020,38,2020,9,0,3,111,123,16.7,74.233,30.1,-37.23,29.1,84.1,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,21-09-2020,39,2020,9,1,7,106,120,16.7,74.233,4.27,-90.92,34,76.1,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,28-09-2020,40,2020,9,0,7,124,134,16.7,74.233,42.46,-11.54,31.7,75.8,1,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,05-10-2020,41,2020,10,0,10,50,64,16.7,74.233,13.76,-8.45,31.3,47.8,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
Kolhapur,12-10-2020,42,2020,10,0,8,48,63,16.7,74.233,16.6,10.35,31.3,61.9,0,0,western,83.1,0.17,89.4,286,45,0.856,Low,3880000
